Label,ROI,Num_Area,Num_IntDen,Num_WeightedMean,Denom_Area,Denom_IntDen,Denom_WeightedMean,RegionRatio,Area,IntDen,PixelRatio
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1041.18,77.75802837938761,8.04822947647758,10.54,92.78,8.802656546489564
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1041.18,77.75802837938761,8.04822947647758,10.54,76.74,7.280834914611006
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1041.18,77.75802837938761,8.04822947647758,10.54,79.41,7.53415559772296
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1041.18,77.75802837938761,8.04822947647758,10.54,81.05,7.689753320683113
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1041.18,77.75802837938761,8.04822947647758,7.010000000000001,92.78,13.235378031383737
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1041.18,77.75802837938761,8.04822947647758,7.010000000000001,76.74,10.9472182596291
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1041.18,77.75802837938761,8.04822947647758,7.010000000000001,79.41,11.328102710413694
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1041.18,77.75802837938761,8.04822947647758,7.010000000000001,81.05,11.562054208273892
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,13.87,92.78,6.689257390050469
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,13.87,76.74,5.532804614275414
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,13.87,79.41,5.725306416726749
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,13.87,81.05,5.843547224224946
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,9.47,92.78,9.797254487856389
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,9.47,76.74,8.103484688489967
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,9.47,79.41,8.385427666314676
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,9.47,81.05,8.558606124604012
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,10.54,92.78,8.802656546489564
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,10.54,76.74,7.280834914611006
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,10.54,79.41,7.53415559772296
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,10.54,81.05,7.689753320683113
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,7.010000000000001,92.78,13.235378031383737
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,7.010000000000001,76.74,10.9472182596291
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,7.010000000000001,79.41,11.328102710413694
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,1163.13,86.865571321882,7.204401542664128,7.010000000000001,81.05,11.562054208273892
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,13.87,92.78,6.689257390050469
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,13.87,76.74,5.532804614275414
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,13.87,79.41,5.725306416726749
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,13.87,81.05,5.843547224224946
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,9.47,92.78,9.797254487856389
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,9.47,76.74,8.103484688489967
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,9.47,79.41,8.385427666314676
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,9.47,81.05,8.558606124604012
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,10.54,92.78,8.802656546489564
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,10.54,76.74,7.280834914611006
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,10.54,79.41,7.53415559772296
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,10.54,81.05,7.689753320683113
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,7.010000000000001,92.78,13.235378031383737
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,7.010000000000001,76.74,10.9472182596291
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,7.010000000000001,79.41,11.328102710413694
sample input_ratio,NA,13.42,8398.43,625.8144560357675,13.39,591.93,44.206870799103804,14.15649750193254,7.010000000000001,81.05,11.562054208273892
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,13.87,92.78,6.689257390050469
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,13.87,76.74,5.532804614275414
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,13.87,79.41,5.725306416726749
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,13.87,81.05,5.843547224224946
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,9.47,92.78,9.797254487856389
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,9.47,76.74,8.103484688489967
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,9.47,79.41,8.385427666314676
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,9.47,81.05,8.558606124604012
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,10.54,92.78,8.802656546489564
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,10.54,76.74,7.280834914611006
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,10.54,79.41,7.53415559772296
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,10.54,81.05,7.689753320683113
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,7.010000000000001,92.78,13.235378031383737
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,7.010000000000001,76.74,10.9472182596291
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,7.010000000000001,79.41,11.328102710413694
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,2152.59,234.48692810457518,2.66886713512947,7.010000000000001,81.05,11.562054208273892
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,13.87,92.78,6.689257390050469
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,13.87,76.74,5.532804614275414
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,13.87,79.41,5.725306416726749
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,13.87,81.05,5.843547224224946
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,9.47,92.78,9.797254487856389
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,9.47,76.74,8.103484688489967
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,9.47,79.41,8.385427666314676
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,9.47,81.05,8.558606124604012
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,10.54,92.78,8.802656546489564
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,10.54,76.74,7.280834914611006
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,10.54,79.41,7.53415559772296
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,10.54,81.05,7.689753320683113
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,7.010000000000001,92.78,13.235378031383737
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,7.010000000000001,76.74,10.9472182596291
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,7.010000000000001,79.41,11.328102710413694
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1041.18,113.41830065359478,5.51775553353728,7.010000000000001,81.05,11.562054208273892
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,13.87,92.78,6.689257390050469
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,13.87,76.74,5.532804614275414
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,13.87,79.41,5.725306416726749
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,13.87,81.05,5.843547224224946
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,9.47,92.78,9.797254487856389
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,9.47,76.74,8.103484688489967
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,9.47,79.41,8.385427666314676
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,9.47,81.05,8.558606124604012
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,10.54,92.78,8.802656546489564
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,10.54,76.74,7.280834914611006
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,10.54,79.41,7.53415559772296
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,10.54,81.05,7.689753320683113
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,7.010000000000001,92.78,13.235378031383737
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,7.010000000000001,76.74,10.9472182596291
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,7.010000000000001,79.41,11.328102710413694
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,1163.13,126.70261437908498,4.9392386976592,7.010000000000001,81.05,11.562054208273892
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,13.87,92.78,6.689257390050469
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,13.87,76.74,5.532804614275414
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,13.87,79.41,5.725306416726749
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,13.87,81.05,5.843547224224946
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,9.47,92.78,9.797254487856389
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,9.47,76.74,8.103484688489967
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,9.47,79.41,8.385427666314676
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,9.47,81.05,8.558606124604012
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,10.54,92.78,8.802656546489564
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,10.54,76.74,7.280834914611006
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,10.54,79.41,7.53415559772296
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,10.54,81.05,7.689753320683113
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,7.010000000000001,92.78,13.235378031383737
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,7.010000000000001,76.74,10.9472182596291
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,7.010000000000001,79.41,11.328102710413694
sample input_ratio,NA,13.42,8398.43,625.8144560357675,9.18,591.93,64.48039215686275,9.705500154424248,7.010000000000001,81.05,11.562054208273892
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,13.87,92.78,6.689257390050469
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,13.87,76.74,5.532804614275414
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,13.87,79.41,5.725306416726749
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,13.87,81.05,5.843547224224946
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,9.47,92.78,9.797254487856389
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,9.47,76.74,8.103484688489967
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,9.47,79.41,8.385427666314676
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,9.47,81.05,8.558606124604012
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,10.54,92.78,8.802656546489564
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,10.54,76.74,7.280834914611006
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,10.54,79.41,7.53415559772296
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,10.54,81.05,7.689753320683113
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,7.010000000000001,92.78,13.235378031383737
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,7.010000000000001,76.74,10.9472182596291
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,7.010000000000001,79.41,11.328102710413694
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,2152.59,211.45284872298626,2.9595934025727675,7.010000000000001,81.05,11.562054208273892
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,13.87,92.78,6.689257390050469
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,13.87,76.74,5.532804614275414
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,13.87,79.41,5.725306416726749
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,13.87,81.05,5.843547224224946
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,9.47,92.78,9.797254487856389
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,9.47,76.74,8.103484688489967
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,9.47,79.41,8.385427666314676
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,9.47,81.05,8.558606124604012
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,10.54,92.78,8.802656546489564
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,10.54,76.74,7.280834914611006
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,10.54,79.41,7.53415559772296
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,10.54,81.05,7.689753320683113
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,7.010000000000001,92.78,13.235378031383737
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,7.010000000000001,76.74,10.9472182596291
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,7.010000000000001,79.41,11.328102710413694
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1041.18,102.2770137524558,6.118818227822387,7.010000000000001,81.05,11.562054208273892
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,13.87,92.78,6.689257390050469
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,13.87,76.74,5.532804614275414
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,13.87,79.41,5.725306416726749
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,13.87,81.05,5.843547224224946
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,9.47,92.78,9.797254487856389
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,9.47,76.74,8.103484688489967
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,9.47,79.41,8.385427666314676
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,9.47,81.05,8.558606124604012
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,10.54,92.78,8.802656546489564
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,10.54,76.74,7.280834914611006
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,10.54,79.41,7.53415559772296
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,10.54,81.05,7.689753320683113
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,7.010000000000001,92.78,13.235378031383737
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,7.010000000000001,76.74,10.9472182596291
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,7.010000000000001,79.41,11.328102710413694
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,1163.13,114.2563850687623,5.47728212877676,7.010000000000001,81.05,11.562054208273892
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,13.87,92.78,6.689257390050469
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,13.87,76.74,5.532804614275414
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,13.87,79.41,5.725306416726749
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,13.87,81.05,5.843547224224946
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,9.47,92.78,9.797254487856389
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,9.47,76.74,8.103484688489967
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,9.47,79.41,8.385427666314676
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,9.47,81.05,8.558606124604012
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,10.54,92.78,8.802656546489564
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,10.54,76.74,7.280834914611006
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,10.54,79.41,7.53415559772296
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,10.54,81.05,7.689753320683113
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,7.010000000000001,92.78,13.235378031383737
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,7.010000000000001,76.74,10.9472182596291
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,7.010000000000001,79.41,11.328102710413694
sample input_ratio,NA,13.42,8398.43,625.8144560357675,10.18,591.93,58.146365422396855,10.762744179960661,7.010000000000001,81.05,11.562054208273892
sample input_ratio,NA,13.42,8398.43,625.8144560357675,6.66,2152.59,323.2117117117117,1.9362369411723608,13.87,92.78,6.689257390050469
sample input_ratio,NA,13.42,8398.43,625.8144560357675,6.66,2152.59,323.2117117117117,1.9362369411723608,13.87,76.74,5.532804614275414
sample input_ratio,NA,13.42,8398.43,625.8144560357675,6.66,2152.59,323.2117117117117,1.9362369411723608,13.87,79.41,5.725306416726749
sample input_ratio,NA,13.42,8398.43,625.8144560357675,6.66,2152.59,323.2117117117117,1.9362369411723608,13.87,81.05,5.843547224224946
sample input_ratio,NA,13.42,8398.43,625.8144560357675,6.66,2152.59,323.2117117117117,1.9362369411723608,9.47,92.78,9.797254487856389
sample input_ratio,NA,13.42,8398.43,625.8144560357675,6.66,2152.59,323.2117117117117,1.9362369411723608,9.47,76.74,8.103484688489967
